Course Code,Course Name,Credits,Prereqs,Description
BISC425,Cancer Biology,3,"BISC 207, CHEM 321, BISC 401","This course provides an integrated lecture series summarizing current knowledge in cancer biology. Topics include: statistics of incidence/survival, pathology, the process of chemical carcinogenesis and sources of carcinogens, genetic and epigenetic mechanisms and consequences, viral and hormonal carcinogenesis as well as current treatment options."
BISC427,Behave! Topics in Ethology,3,BISC 208,"An examination of the study of animal behavior in which topics range from innate behaviors to learned ones, individual to social behaviors, and include discussion of both qualitative and quantitative techniques used to study behavior."
BISC430,Experimental Microbiology Lab,3,BISC 300,"This is an inquiry-based microbiology lab in which students engage in the scientific process (within the parameters of the system investigated) by posing original hypotheses and collecting and interpreting data to test them. Students take ownership of their project, develop new experimental skills and collaborate with others through lab work, discussions, and presentations."
BISC432,Field Ecology,3,BISC 302,"Laboratory and field exercises demonstrating basic ecological principles and quantitative techniques. Emphasis on population and community phenomena. Natural habitats studied include local fields, forests and streams."
BISC435,Population Ecology,3,ENWC 417,"Understand population processes by combining a discussion of theory and practical applications. Includes exponential, logistic, and age-specific growth as well as predation, competition, disease, and metapopulations. Model-building exercises (using R statistical software) actively used to understand theoretical dynamics."
BISC439,Developmental Neurobiology,3,"BISC 208, BISC 305","Developmental biology of the nervous system, including cellular components, neural induction, neurogenesis and neuronal migration, cellular determination, axon outgrowth and pathfinding, synapse formation, programmed cell death, neurotrophic factors, neurodevelopmental disorders, and early critical periods."
BISC440,Conservation of Tropical Biodiversity,3,No prerequisites.,"A 3-week intensive, field-based experience in the mechanics of conserving tropical biodiversity. Focuses on group projects quantifying and comparing the diversity of montane cloud forests, lowland rainforests and tropical dry forests."
BISC442,Vertebrate Morphology,4,BISC 208,The vocabulary describing vertebrate anatomy is introduced and discussed by tracing the evolutionary and developmental histories of major vertebrate organ systems. Laboratory involves detailed dissections of representative vertebrates.
BISC451,Undergraduate Thesis I,3,No prerequisites.,Independent research under direction of faculty member.
BISC452,Undergraduate Thesis II,3,BISC 451,Decsription not available.
BISC466,Independent Study,6,No prerequisites.,Description not available.
BISC467,SEMINAR,6,No prerequisites.,Description not available.
BISC468,Research,6,No prerequisites.,Description not available.
BISC471,Introductory Immunology,3,"BISC 305, BISC 306, BISC 401","The biological basis of adaptive immunity including participating cells, cellular interactions, counted mechanisms and immunopathologies."
BISC475,Cardiovascular Biology,3,No prerequisites.,"Basic physiology of the human cardiovascular system, basis of cardiovascular diseases and current treatments.  Focuses on heart failure, hypertension, atherosclerosis, thrombosis and leukemia."
BISC479,Introduction to Virology,3,BISC 208,Discussing the biology of viruses using real life examples to generate excitement for an enhanced learning experience.
BISC480,Vertebrate Natural History,3,BISC 208,"Biology of vertebrate organisms dealing specifically with adaptations to the environment, morphology, physiology and taxonomy."
BISC484,Applied Genomics Laboratory,3,"BISC303, BISC 401,, BISC 403","Explore the use of genome databases and the tools of bioinformatics, then and apply those skills to design and carry out wet lab experiments, which will involve the isolation and manipulation of DNA and RNA from human and animal subjects."
BISC492,Human Molecular Cytogenetics,3,"BISC 208, BISC 403","Introduction to the molecular and genetic organization, function, and behavior of eukaryotic chromosomes, with special emphasis on humans. Covers various state-of-art techniques that are used in the preparation and analysis of mammalian chromosomes, the contribution of chromosome studies to our understanding of the mechanisms of gene regulation, and medical cytogenetics."
BISC495,Evolution,3,BISC 208,Present status of the theory of biological evolution and its implications in the different areas of biology.
BISC498,Topics in Biology,6,BISC 208,Topics may vary from section to section. Information about each section is available in the Biology Office prior to registration.
BMEG100,Fundamentals in Biomedical Engineering,2,"BISC 207, CHEM 103, CHEM 133","Introduces students to the breadth of career opportunities in biomedical engineering, aseptic cell culture techniques, standard test methods, quantitative analysis, and technical communication."
BMEG101,Introduction to Biomedical Engineering,2,No prerequisites.,"Introduces first year students to college life and provides a learning experience vital to their success at the University, in Engineering, and in Biomedical Engineering.  Course content includes that of the university First Year Seminar, technical skills for engineers, and career opportunities in biomedical engineering."
BMEG166,Independent Study,3,No prerequisites.,Description not available.
BMEG167,Seminar,6,No prerequisites.,Description not available.
BMEG211,Cell & Tissue Laboratory,2,"CHEM 103, CHEM 133, BISC 207","The Cellular Laboratory will teach students the fundamentals of cell culture for use in Biomedical Engineering investigations. Students will acquire skills in aseptic cell culture techniques, standard test methods, quantitative analysis, notebook keeping, report writing and oral presentation."
BMEG230,"Circuits, Signals, and Systems for Biomedical Applications",3,"MATH 242, 
","Introduction to electrical engineering principles applied to biological systems, using MATLAB and LTspice. Course details basic engineering concepts that underlie biomedical systems and signal analysis."
BMEG260,Introduction to Medical Device Design,3,BMEG 100,"Introduction to the design, development, and translation of medical devices from bench-to-bedside. Topics include translating the voice of the customer into engineering design requirements, computer-aided design, regulatory pathways, ethics, and teamwork."
BMEG266,Independent Study,3,No prerequisites.,Description not available.
BMEG267,Seminar,6,No prerequisites.,Description not available.
BMEG301,Quantitative Cellular Physiology,3,"BMEG 100, BISC 207, CHEM 103","Mammalian cellular physiology from a quantitative viewpoint. Principles i) cellular and molecular biology, ii) communication, integration, and homeostasis, iii) and nervous, musculoskeletal, and endocrine systems. Topics include molecular and cellular physiology, neurophysiology, musculoskeletal physiology, sensory physiology, somatic and autonomic nervous system physiology, and endocrine physiology."
BMEG302,Quantitative Systems Physiology,3,No prerequisites.,"Quantitative approaches to understand the human body during normal function and disease. Examine tissues and organs systems in an integrated manner using principles from engineering kinetics and transport processes. Topics include: anatomy, organ system physiology (cardiovascular, renal, respiratory, gastrointestinal), and pathophysiology."
BMEG309,Bioengineering Mechanics Laboratory,1,"PHYS 203, PHYS 207","Experimental methods in statics and mechanics of solids to evaluate mechanical properties of biologic and non-biologic materials and systems and medical devices. Collection, analysis, and interpretation of data and communication of technical information is emphasized."
BMEG310,Bioengineering Mechanics,3,"PHYS 203, PHYS 207, PHYS 227",Introduction to statics and mechanics of solids with application to biomedical problems.
BMEG311,Bioengineering Mechanics II,3,"BMEG 310 , 
","Introduction to statics, dynamics and mechanics of solids with application to biomedical problems. Topics include viscoelasticity, particle and 3D kinematics and kinetics, impulse, momentum and energy. Continued from "
BMEG330,Biomedical Instrumentation,4,"BMEG 230, ELEG 305, MATH 305","Introduction to the basics of assembling and using instrumentation for the purposes of recording electrophysiological signals. Mechanical, chemical, electrical and biological principles for biomedical measurements. Instrumentation for measuring bioelectrical signals, temperature, blood pressure, and body chemistry are covered."
BMEG340,Biomedical Modeling and Simulation,3,"MATH 305, CISC 106, BMEG 230","Developing mathematical models of biomedical processes and experiments. Topics include unit analysis, exponential growth/decay, half-life, exponential vs. age-structured death models, sigmoidal growth models, sigmoidal effect models, mass-action reaction rates, and experimental measurement noise models. Simulation of all of the above using MATLAB."
BMEG341,Biomedical Experiment Design & Analysis,3,No prerequisites.,"Biomedical engineering undergraduate students are introduced to the fundamental principles and techniques involved in the design, execution, and interpretation of biomedical research experiments. In addition to introducing students to analytical techniques used for biomedical data and training them how to properly communicate experimental results, students will have an understanding of their professional and ethical responsibilities as biomedical engineers."
BMEG350,Clinical Immersion for Engineers,3,No prerequisites.,"Gain exposure to current clinical practices, identify unmet clinical needs, and consider future career options. Students will be matched with local clinical sites to provide a unique opportunity for innovative and interdisciplinary approaches to problem solving subject to practical constraints."
BMEG360,Biomedical Engineering Junior Design,3,"BMEG 309, BMEG 310, BMEG 330","Biomedical engineering problems from industrial and clinical applications are addressed and solved in small groups using problem-based learning methodologies. Team-oriented design project in biomedical engineering, incorporating engineering standards and realistic design constraints. Includes introduction to relevant regulatory, intellectual property, and business management topics."
BMEG366,Independent Study,6,No prerequisites.,Description not available.
BMEG367,Seminar,6,No prerequisites.,Description not available.
BMEG401,Systems Physiology I,3,"BISC 207, BISC 208, PHYS 207","Human physiology from a quantitative viewpoint. Anatomy and pathology, where appropriate. Functional/structural aspects of mammalian nervous and musculoskeletal systems. Topics include cellular physiology, autonomous nervous system, neurophysiology and cardiovascular system."
BMEG402,Systems Physiology II,3,"BMEG 401, 
","Human physiology from a quantitative viewpoint. Anatomy and pathology, where appropriate. Functional/structural aspects of mammalian nervous and musculoskeletal systems. This is the second in the sequence of two courses covering respiratory, renal, digestive, endocrine and musculoskeletal systems in a quantitative and integrative manner."
BMEG420,Biological Transport Phenomena,3,"PHYS 203, PHYS 207, PHYS 227",Fundamental and biomedical applications of fluid mechanics. Introduction to diffusive and convective mass and heat transfer with biomedical applications.
BMEG440,Attachments in Biology,3,"BMEG 310, MSEG 201","Facilitate an understanding of how dissimilar materials integrate and attach in biological constructs, both naturally and artificially. Specific examples of this include but are not limited to: tendon-to-bone attachments in the musculoskeletal system; gecko feet attachment to smooth surfaces; underwater adhesives; tissue engineered scaffolds to aid attachment healing; etc. Incorporate lectures, interactive activities, and journal club to emphasize critical thinking and an open-forum environment."
BMEG441,Biomechatronics,3,"BMEG 310, MEEG 210, BMEG 311","Presents methods for the design and control of electromechanical devices that interact physically with humans to improve biomechanical performance, such as prostheses and exoskeletons. Topics pinclude technologies for sensing and actuation, fundamentals of analog and digital control, methods for the analysis of biological signals such as EMG and of biosignal-based control for human-robot interaction. A mix between standard lectures, laboratory experiments and a final project."
BMEG442,Engineering Exercise and Sports,3,"BMEG 301, BMEG 302","Integrates concepts across engineering, physiology, and exercise science disciplines and is divided into three core components: 1) Defining Exercise- an overview of acute changes and chronic adaptations to resistance and endurance training from a local and systemic perspective ranging from the cellular to whole body scale. 2) Measuring Exercise, and 3) Designing Exercise Equipment and Tools."
BMEG443,Magnetic Resonance Imaging,3,"BMEG 230, ELEG 305","This course will cover the fundamental physical principles of magnetic resonance imaging (MRI), including signal basis, data sampling, basic signal processing, relaxation contrasts, and image formation. The latter portion of the course will explore advanced contrasts, such as motion encoding, functional MRI, diffusion imaging, and elastography."
BMEG444,Microscale Biofluid Mechanics,3,"BMEG 420, MEEG 331","Biomedical applications of microfluidic systems discussed in the context of microfluidic device fabrication, fluid handling, imaging in microfluidic channels, 2D and 3D formats for perfusion culture of cells, micro tissues and organs, micro physiological systems (organ on a chip), microfluidic 3D bioprinting, and microfluidic synthesis. These applications will be used to discuss biological fluid mechanics at the micro and nano length-scales including a physicochemical description of hydrodynamics, scaling laws, mixing phenomena at low Reynolds number, capillarity, double layer phenomena and electrokinetic effects, nanofluidic entropic and confinement effects."
BMEG445,Material-Human Body Interfaces,3,"BISC 207, CHEM 103, CHEM 104","Biomaterial interactions with the human body, biomaterial degradation, surface properties of biomaterials, acute inflammation, wound healing, implantation issues, and the immune system."
BMEG446,Neuromechanics of Human Motion,3,No prerequisites.,"How our senses, central nervous system, and muscles interact to produce movement. Fundamental principles, theories, computational models, and emerging technological applications of neuromechanics."
BMEG450,Biomedical Engineering Design,6,BMEG 360,"Open-ended team-based design projects in the medical devices or research arena.  Systems approach requiring design strategy and concepts, including reliability, safety, ethics, economic analysis, marketing, FDA regulations, and patents."
BMEG460,Engineering Senior Design,6,MEEG 304,"Open-ended, team-based, capstone engineering design projects. Systems approach process involving defining requirements, benchmarking, concept generation and selection, prototype fabrication, and testing. Includes safety, ethics, economic analysis, regulatory and industry standards, and intellectual property."
BMEG461,Cell Engineering,3,BMEG 301,"Examine how engineered biomaterials can be implemented to regulate cell function with respect to lineage-specific stem cell differentiation, prevention of de-differentiation during culture and expansion, regulation of migration, and induction of proliferation or apoptosis among others."
BMEG462,Engineering Biomedical Nanostructures,3,BMEG 301,"Describes how to use the engineering design process to create, characterize, and evaluate nanoscale structures for biotechnological applications, with an emphasis on noble metal nanoparticles. Topics include understanding and exploiting the physical properties that emerge at the nanoscale; precisely engineering the architecture and properties of noble metal nanoparticles; and rationally designing experiments to evaluate nanomaterials in biological/biomedical settings."
BMEG463,Mechanotransduction,3,"BMEG 301, BMEG 302","Covers topics of mechanosensation and mechanotransduction in biological systems. Includes the principles and evolution of mechanosensory/mechanostransduction systems, their cellular machinery and mechanisms, and their role in health, disease and the engineering of tissues."
BMEG464,Medical Device Development,3,MSEG 201,"Explore the medical device design process, from research and development to regulation and commercialization. Through these devices, key concepts in medical device design will be examined including principles of design, biocompatibility, device degradation, sterilization, manufacturing and benefit/risk ratio and regulation."
BMEG466,Independent Study,6,No prerequisites.,Description not available.
BMEG467,Seminar,6,No prerequisites.,Description not available.
BMEG471,Mathematical Physiology,3,BMEG 340,"Mathematical methods in Human Physiology, covering cellular, tissue, organ, and integrated systems. Dynamic modeling of homeostasis, endocrine regulatory systems, immune response dynamics, mutation and selection. Mathematical methods covered include linear and nonlinear differential equations, Lyapunov analysis, mass action, Hamming spaces, reaction-diffusion equations, and simulation."
BMEG479,Introduction to Medical Imaging Systems,3,BMEG 230,"Physics, instrumentation, system design, and image reconstruction algorithms will be covered for the following modalities: radiography, x-ray computed tomography (CT), single photon emission computed tomography (SPECT), positron emission tomography (PET), magnetic resonance imaging (MRI), and real-time ultrasound."
BUEC101,Career Exploration and Professional Development,1,No prerequisites.,Description not available.
BUAD067,Seminar,1,No prerequisites.,Description not available.
BUAD100,Introduction to Business,3,No prerequisites.,"Survey of basic business concepts designed for non-business majors. Topics covered include understanding the business environment, management and organizational behavior, marketing, and operations management, with coverage of international business and business ethics."
BUAD110,Basics of Business,3,No prerequisites.,"Introduction to business for majors to inform them about each of the functional areas of business through lectures, readings, discussions, guest speakers, cases and projects. Includes topics relating to operations, marketing, finance, management, accounting and management information systems, as well as business ethics, and critical thinking and decision making."
BUAD150,Business Basics for Entrepreneurs,4,No prerequisites.,"Introduction to basic concepts from accounting, entrepreneurship, finance, management, marketing and operations management that are pertinent to starting and running new business and social ventures. Topics are covered by subject matter experts."
BUAD166,SPECIAL PROBLEM,3,No prerequisites.,Description not available.
BUAD167,SEMINAR,6,No prerequisites.,Description not available.
BUAD266,SPECIAL PROBLEM,3,No prerequisites.,Description not available.
BUAD267,SEMINAR,6,No prerequisites.,Description not available.
BUAD301,Introduction to Marketing,3,No prerequisites.,"Management of the marketing functions, marketing research, product planning, distribution channels, pricing, personal selling, and advertising. Emphasis on consumer and industrial markets."
BUAD302,Marketing Research,3,"BUAD 301, MISY 262, MISY 160","Focuses on the marketing research process as an aid in marketing decision making. Defining marketing problems, identifying marketing information needs, developing methods to gather information, and applying research results to marketing problems."
BUAD306,Introduction to Service and Operations Management,3,STAT 200,"Analysis of major problems faced by operations managers at different levels of management. Topics include scheduling, forecasting, process design, inventory management and quality management."
BUAD309,Organizational Behavior,3,No prerequisites.,"Examines individual, group, and organizational determinants of work behavior in organizations. Theory and concepts relevant to individual differences, attitudes, motivation, teams, leadership, power, and organizational culture and change are discussed with an emphasis on applying this knowledge to the challenges of management in a variety of organizations."
BUAD317,Spa/Wellness Management&Entrepreneurship,3,No prerequisites.,"Spa and Wellness industries are one of the fastest growing segments in the service industry offering a variety of fitness, wellness, life enhancement, and management opportunities. Globally, hotels and hospitals are adding spa/wellness programs to their offerings, as their customers are increasingly demanding complimentary & alternative medicine (CAM). The geographic market of this segment transcends the national borders into international destinations. This program is offered both on campus or popular spa/wellness destinations in the world."
BUAD318,Special Topics in Marketing,3,BUAD 301,Description not available.
BUAD345,Decision Analytics and Visualization,3,MISY 262,"Analytics leverages both the proliferation of data and the advancement of computational tools to bring a new level of sophistication to business decision making. As part of developing an analytic mind and skillset, this course teaches students to properly frame decision problems, represent and understand how to manage uncertainty inherent in those problems, manipulate large data sets using modern software to prescribe recommended actions, and to then compel organizational change through data visualizations."
BUAD346,Analytical Decision Making,3,BUAD 306,Intensive treatment of topics covered in 
BUAD350,Introduction to Entrepreneurship,3,No prerequisites.,"This course focuses on understanding the basic concepts, tools, and practices of entrepreneurship and the development of entrepreneurial skills. The entrepreneurial process (opportunity recognition, resource marshaling, and team building driven by communication, creativity, and leadership) and business planning are emphasized."
BUAD351,Entrepreneurial Marketing,3,No prerequisites.,"Explore basic and advanced marketing topics pertinent to bringing new innovations to market, including: product concept testing and the new product development process; customer behavior as it relates to the adoption of new products; characteristics of high technology and other types of entrepreneurial markets; test marketing; market segmentation, targeting, and positioning; the formulation of go-to-market strategies (including product, distribution, promotional, and pricing strategies); and entrepreneurial selling."
BUAD355,Ecotourism Entrepreneurship,3,No prerequisites.,"Sustainable development has received international recognition and a source of business social and economic responsibility. Underlying principles for sustainable business development are complex, involving interaction among social, economic & environmental issues, which makes the subject critical for intellectual enquiry.  The concept of sustainable development is multidisciplinary.  Students have to draw knowledge from various disciplines, such as business and economics, sociology, environmental sciences and public administration among others."
BUAD363,Entrepreneurship in Practice: Internship,3,No prerequisites.,"Emphasizes career development, reflection, and personal assessment. It is designed to accompany a minimum of 100 hours of employment in an entrepreneurial context."
BUAD364,Business Administration in Practice,3,No prerequisites.,"Requires completion of at least 120 hours of a management, marketing, operations management, or international business internship with verification by the hiring company. Term paper relating the real-world duties and experiences of the internship to principles learned in traditional business courses also required."
BUAD366,Independent Study,6,No prerequisites.,Description not available.
BUAD367,SEMINAR,6,No prerequisites.,Description not available.
BUAD383,Seminar on International Business,3,No prerequisites.,"Surveys the economic, political, and institutional context of international business as well as the strategic operations of the international company. Special attention is given to cross-discipline topics, both in the form of interdisciplinary materials and lectures and institutional and company visits."
BUAD384,Global Business Environment,3,No prerequisites.,"Evaluation of the elements of the national, international, and global environments that influence the context and conduct of international business. Emphasizes aspects of the cultural, political, economic, legal-regulatory, trade, financial, and institutional environments."
BUAD386,International Business Management,3,"BUAD 100, BUAD 309",Focuses on management of international business through analysis of opportunities and challenges that face international companies. Develops the perspectives and frameworks that guide how managers direct international business activities.
BUAD391,Seminar on International Management,3,BUAD 309,Seminar on selected topics in international management. Combines lectures and visits to local organizations. Research paper typically required.
BUAD393,Seminar on International Marketing Management,3,BUAD 301,Seminar on selected topics in international marketing management. Combines lectures and visits to local organizations. Research paper typically required.
BUAD394,Seminar on International Operations Management,3,BUAD 306,Seminar on selected topics in international operations management. Combines lectures and visits to local organizations. Research paper typically required.
BUAD414,"Globalization: Issues, Actors, and Decisions",3,"BUAD 384, BUAD 386",Description not available.
BUAD415,Principles and Practices of Global Enterprises,3,"BUAD 384, BUAD 386",Description not available.
BUAD421,Human Resource Management,3,BUAD 309,"Explores traditional topic areas (e.g., planning, selection, training, compensation, performance appraisal, career development, legal regulations) and contemporary issues (e.g., workforce diversity, the link between human resource strategy and firm strategy) related to the effective management of human resources in organizations."
BUAD422,Leading Businesses Through Change,3,BUAD 309,"Examines why and how change occurs in business organizations. Students are exposed to organizational theories, organizational design concepts, and practical issues for successfully leading businesses through change."
BUAD423,Negotiation and Conflict Resolution,3,BUAD 309,"Introduces students to the strategy and psychology underlying negotiation and conflict resolution through readings, lectures, and class discussions. Students have the opportunity to put this knowledge into practice by engaging in simulated negotiations with classmates throughout the semester. Topics include preparation, communication, power, emotions, and relationships."
BUAD424,Ethics in the Workplace,3,BUAD 309,"Examines the behavioral and organizational underpinnings of ethical and unethical workplace behavior, and the various bases (societal, religious, etc.) on which particular management practices can be ethically evaluated. Students are encouraged to develop their skills in articulating and implementing ethical behavior in businesses and other organizations."
BUAD425,Current Issues in Global Business,3,"BUAD 100, ACCT 483, BUAD 386","Current topics and emerging issues in the changing global marketplace. May focus on regional issues, global business sectors, current issues in the globalization of business, or a combination of these."
BUAD426,Leadership and Teams,3,"BUAD 309, 
","Provides an analysis of the theories and principles of leadership in organizations. Topics include leadership traits and behaviors, social influence, motivation, and how to cultivate relationships with followers. Examine key aspects of effective teams including member selection, team design and development, collective decision making and team leadership."
BUAD429,Selected Topics in Management,3,BUAD 309,"Topical seminar on such management issues as organizational socialization, work motivation, and organization-environment relations. Development of an individual research project is stressed."
BUAD430,Consulting and Project Management,3,BUAD 309,"Offers an understanding of management consulting within one’s organization and for external organizations. Also explores fundamental aspects of projects and how they can be managed effectively. Topics include planning, coordinating, managing risk, monitoring, and closing projects. Both conceptual understanding and practical skills for managers are emphasized."
BUAD431,Emerging Topics in Human Resources,3,BUAD 421,"Considers a wide range of developing trends that will affect the management of human resources in modern organizations. Examples include the role of automation, analytics, privacy, security, legislation, and wellness."
BUAD441,Strategic Management,3,"BUAD 301, BUAD 306, BUAD 309",Case studies and concepts in the determination of top-level company policy andthe solution of problems that cross major functional areas in business.
BUAD442,Interpretable Data Models,3,"BUAD 345, 
","This course focuses on interpretable data modeling for insight and interpretability. Students will learn to model and represent business problems using the language of probabilistic graphical models, translate those models into a form amenable to computation, and visually present computational insights back to stakeholders in a way that communicates insight and inspires action. Major topics include: Probabilistic Models, Causal Modelling, Probabilistic Programming (e.g. Turing.jl or Stan), Sampling Algorithms (e.g. MCMC), and Probabilistic Inference."
BUAD444,Small Business Management,3,BUAD 309,"How the different business disciplines work together to manage and grow a small business.  Emphasizes the entrepreneurial, interpersonal and technical skills that small businesses need to be successful. A major component of the class is working on a project with a local small business."
BUAD445,Business Analytics Capstone,3,BUAD 345,"Analytics leverages both the proliferation of data and the advancement of computational tools to bring a new level of sophistication to business decision making. As a capstone experience, this course places students in the role of ‘Business Data Analyst.’ Students will work on large real-world datasets to recommend courses of action to businesses. All phases of the analytics process from data capture to creation of an analytics-driven recommendation or prototype solution will be practiced."
BUAD446,Planning Operations and Supply Chains,3,"BUAD 306, BUAD 447","Management of operations and inventories in a variety of organizations including banks, hospitals, government and manufacturing firms. Topics include forecasting, operations planning and scheduling, material requirements planning and purchasing."
BUAD447,Data Analysis and Quality Control,3,"BUAD 306, BUAD 446",The new technology for quality and productivity. Emphasis on actual implementation of total quality management in general and statistical process control in particular.
BUAD448,Project Management: Consulting Practicum,3,"BUAD 306, MISY 160, CISC 101",Effective design and implementation of decision support for operations. Selection of appropriate models for decision support. Emphasis on project work in which an actual decision support system is designed and implemented.
BUAD449,Business Process Analysis,3,"BUAD 306, BUAD 446, BUAD 447","Focuses on how unstructured problems in various areas of operations management can be structured and solved using a variety of tools and techniques. Emphasis on logistics problems and other unstructured problems related to forecasting, inventory management, scheduling, and supply chain management."
BUAD450,Business Accelerator for New Ventures,6,ENTR 350,"Focus on helping students who have well-developed business ideas and/or existing businesses to accelerate the startup & growth of their companies. Begin with the conduct of a business model audit to determine appropriate goals/milestones for each business. Students will be tasked with developing and implementing strategies to accomplish their goals/milestones. Whenever possible, students will be connected with providers of needed services, financial resources, and mentors."
BUAD451,Special Topics in Entrepreneurship,3,ENTR 350,Examines selected topics of current interest in various areas of entrepreneurship.
BUAD466,Independent Study,6,No prerequisites.,Description not available.
BUAD467,SEMINAR,6,No prerequisites.,Description not available.
BUAD468,Undergraduate Research,6,No prerequisites.,Directed research for undergraduate Honors students and Summer Scholars. Research must be scholarly research of thesis level potentially leading to an undergraduate thesis.
BUAD470,Introduction to Personal Selling,3,BUAD 301,"Course is designed to give students hands-on experience and feedback to improve their selling skills. Every industry in every country is in need of well-trained salespeople. Course is designed to help students perform better in selling situations whether working B2B, B2C or selling your own brand in the job interview by teaching the tools and strategies for success. Students will compete in a sales competition at the end of the semester."
BUAD471,Advertising and Media Management,3,BUAD 301,"Explore a variety of topics including: determining advertising objectives, media planning including media characteristics, media-market measurements and media purchasing; selecting campaign themes and developing creative strategy for traditional and electronic markets; controlling advertising expenditures; the impact of regulations as well as social and economic effects of advertising."
BUAD472,"Marketing, Society and the Environment",3,BUAD 301,Focuses on the interface between marketing management and the social-environmental dynamics of the surrounding society. Students critically analyze concepts and practices relating to socially responsible marketing management to gain an understanding of emerging social and environmental issues relevant to marketing decision making.
BUAD473,Consumer Behavior,3,BUAD 301,"Explores a variety of topics including: the decision processes associated with buying, consuming, and disposing of products, services, and ideas; social, cultural, and psychological influences on consumer decision making and consumption patterns; the relationship between consumer behavior and marketing decision making."
BUAD474,Marketing Channels and Retailing,3,BUAD 301,"Focus on decision processes involved in establishing the paths for the movement of products, title, payment, and information between producers and users. Emphasis on the decisions necessary for successful retail operations."
BUAD475,International Marketing,3,"BUAD 100, BUAD 301","Analysis of the concepts and practices relating to the marketing of products and services internationally. Focus on the uncontrollable environmental forces facing an international marketer, issues relating to the standardization of marketing strategies across countries and the unique problems of specific international markets."
BUAD476,Marketing Analytics,3,"BUAD 301, BUAD 302, MISY 262","Explores various quantitatively-based marketing models used to make decisions related to segmentation, positioning, and the allocation of marketing mix expenditures."
BUAD477,Digital Marketing,3,BUAD 301,"Explore the possibility and limitations of various digital media and learn how to apply and adapt basic and advanced marketing strategies to construct and critically evaluate digital efforts, their impact, and their practical use in marketing contexts. Develop skills related to"
BUAD478,Field Projects in Marketing,3,BUAD 302.,"Student teams apply knowledge of marketing and business in a “real world” setting with local, regional, and national profit and nonprofit businesses on marketing projects funded by the companies. Projects involve: defining objectives, collecting relevant data, analyzing, interpreting, and reporting results/recommendations to management."
BUAD479,Marketing Strategy for the Firm,3,"BUAD 302, BUAD 476","Focuses on applying management decision processes and strategies to the integration of the firm’s total marketing mix. Multifaceted problems are studied in firms of various sizes. Students analyze cases, simulations, and other real marketing problems."
BUAD481,Sales Management,3,"BUAD 301, BUAD 309, BUAD 470",Description not available.
BUAD482,Sales Enablement & Analytics,3,"BUAD 301, BUAD 309, BUAD 470","Organizations today have an influx of data which when used effectively can derive actionable insights for both the sales organization and their clients. Today’s sales leaders need to systematically increase their sophistication in leveraging data, tools and domain expertise to provide customized insights, consulting and guidance to their strategic customers. In this course, you will explore concepts covered in the previous courses within the Enterprise Sales professional certificate, but through the lens of the tools and technologies which enable data-driven decisions. Using the appropriate tools and technologies will permit sales representatives and managers to create value for their clients, ultimately increasing customer satisfaction and likelihood of long-term client retention."
BUAD483,Sales Practicum,3,"BUAD 301, BUAD 309, BUAD 470","Covers advanced personal selling skills, practices and programs. Emphasis will be placed on sales, presentations, demonstrations and relationship-building skills."
DIST100,Access:  ABILITY Introductory Seminar,1,No prerequisites.,"Designed for freshmen and transfer students accepted into the Access:ABILITY enrichment program. Students identify opportunities and develop plans for exploring, designing, and/or advocating for inclusive, strengths-based responses to disability in ways that connect to their majors and broaden their perspectives on disability."
DIST150,Disability Community Engagement,0,No prerequisites.,Participate in required social and community events for the Access:Ability Scholars program. First year students also participate in peer mentoring and small group activities.
DIST166,SPECIAL PROBLEM,3,No prerequisites.,Description not available.
DIST167,SEMINAR,6,No prerequisites.,Description not available.
DIST200,Access:  ABILITY Experience,3,DIST 100,"Select and participate in activities that involve disability-related campus or community initiatives. Create individual learning goals focused on broadening their perspectives on disability and a corresponding activities engagement plan. Document learning through various means such as a paper, portfolio, or other media."
DIST250,Disability Studies: A Multidisciplinary Introduction,3,No prerequisites.,"Introduces the field of disability studies. Explores historical and critical perspectives on the definition and construction of disability. Examines current societal and environmental contexts for disability, including students’ own relationships to disability."
DIST266,SPECIAL PROBLEM,3,No prerequisites.,Description not available.
DIST267,SEMINAR,6,No prerequisites.,Description not available.
DIST301,Disability Studies: Special Topics,3,No prerequisites.,Varying special topics related to disability studies.
DIST345,Mentoring Students: Int & Dev Disab,3,No prerequisites.,"Through classroom and field experiences, students learn the role of a mentor for youth and adults who have intellectual and developmental disabilities and how to facilitate their academic, social and business relationships in higher education settings, the surrounding campus community, and at local work sites."
DIST366,INDEPENDENT STUDY,6,No prerequisites.,Description not available.
DIST367,SEMINAR,6,No prerequisites.,Description not available.
DIST400,Access:  ABILITY Senior Project,3,"DIST 100, DIST 200, DIST 301","Structured independent research or service learning experience focused on disability. The senior project builds upon the student’s earlier work in the Access:ABILITY program and engages people with disabilities and/or their allies in project design, implementation, or interpretation."
DIST450,Access:Ability Scholars Portfolio,0,No prerequisites.,"The final milestone for Access:Ability Scholars is the creation of an e-portfolio documenting their experiences, products, and learning reflections from across the program."
DIST465,Seminar in Disability Studies,3,DIST 250,"Explores current disability topics across social contexts from personal, professional, and policy perspectives."
DIST466,SPECIAL PROBLEM,6,No prerequisites.,Description not available.
DIST467,SEMINAR,6,No prerequisites.,Description not available.
